"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
440,"50","RL",67,12354,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","1Fam","1.5Fin",6,8,1920,2000,"Gable","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Unf",0,"Unf",0,684,684,"GasA","Gd","Y","SBrkr",684,512,0,1196,0,0,1,0,3,1,"Gd",7,"Typ",0,"Detchd",2005,"Unf",2,528,"TA","TA","Y",0,46,0,0,0,0,800,8,2009,"ConLI","Normal",2.4517148155804
124,"120","RL",55,7892,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","TwnhsE","1Story",6,5,1993,1993,"Gable","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",300,"Unf",0,899,1199,"GasA","Ex","Y","SBrkr",1199,0,0,1199,0,0,2,0,2,1,"Gd",5,"Typ",0,"Attchd",1993,"RFn",2,530,"TA","TA","Y",0,63,0,0,0,0,0,3,2008,"WD","Normal",2.48023394299682
775,"20","RL",110,14226,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","1Fam","1Story",8,5,2006,2006,"Hip","BrkFace",375,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1935,1935,"GasA","Gd","Y","SBrkr",1973,0,0,1973,0,0,2,0,3,1,"Gd",9,"Typ",1,"Attchd",2006,"Fin",3,895,"TA","TA","Y",315,45,0,0,0,0,0,7,2007,"New","Partial",2.55619119679271
190,"120","RL",41,4923,"Pave","Reg","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","TwnhsE","1Story",8,5,2001,2002,"Gable","None",0,"Gd","TA","PConc","Ex","TA","Av","GLQ",1153,"Unf",0,440,1593,"GasA","Ex","Y","SBrkr",1593,0,0,1593,1,0,1,1,0,1,"Ex",5,"Typ",1,"Attchd",2001,"Fin",2,682,"TA","TA","Y",0,120,0,0,224,0,0,8,2008,"WD","Normal",2.53081545172228
960,"160","FV",24,2572,"Pave","Reg","Lvl","AllPub","FR2","Gtl","Somerst","Norm","Twnhs","2Story",7,5,1999,1999,"Hip","None",0,"Gd","TA","PConc","Gd","TA","No","ALQ",604,"Unf",0,92,696,"GasA","Ex","Y","SBrkr",696,720,0,1416,1,0,2,1,3,1,"Gd",6,"Typ",0,"Detchd",1999,"Unf",2,484,"TA","TA","Y",0,44,0,0,0,0,0,5,2010,"WD","Normal",2.480830051399
204,"120","RM",69,4438,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","BrkFace",205,"Gd","TA","PConc","Gd","TA","Av","GLQ",662,"Unf",0,186,848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",3,"Typ",1,"Attchd",2004,"RFn",2,420,"TA","TA","Y",149,0,0,0,0,0,0,1,2008,"WD","Normal",2.47752124343322
1360,"20","RL",129,16737,"Pave","Reg","Lvl","AllPub","FR3","Gtl","NridgHt","Norm","1Fam","1Story",9,5,2004,2005,"Hip","BrkFace",66,"Gd","TA","PConc","Ex","TA","Av","GLQ",1447,"Unf",0,533,1980,"GasA","Ex","Y","SBrkr",1980,0,0,1980,1,0,2,0,3,1,"Ex",8,"Typ",1,"Attchd",2004,"Fin",3,770,"TA","TA","Y",194,45,0,0,0,0,0,9,2006,"WD","Normal",2.53847331826113
125,"20","RL",48,17043,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","Norm","1Fam","1Story",6,5,1979,1998,"Gable","None",0,"TA","Gd","CBlock","Gd","Fa","No","Unf",0,"Unf",0,1362,1362,"GasA","TA","Y","SBrkr",1586,0,0,1586,0,0,2,0,3,1,"TA",7,"Typ",1,"Attchd",1979,"Unf",2,435,"TA","TA","Y",192,0,0,0,0,0,0,1,2009,"WD","Normal",2.49372203900416
1011,"50","RL",115,21286,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","1Fam","1.5Fin",5,5,1948,1950,"Gable","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,720,720,"GasA","TA","Y","SBrkr",720,551,0,1271,0,0,2,0,4,1,"TA",7,"Typ",1,"Attchd",1948,"Unf",1,312,"TA","TA","Y",0,0,108,0,0,0,0,8,2008,"WD","Normal",2.46920316439898
1276,"90","RL",95,11345,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Duplex","2Story",5,5,1948,1950,"Gable","Stone",567,"TA","TA","CBlock","TA","TA","No","Rec",220,"Unf",0,708,928,"GasA","Gd","Y","FuseA",928,992,0,1920,0,0,2,0,4,2,"TA",10,"Typ",0,"Detchd",1948,"Unf",2,400,"TA","Fa","Y",0,0,0,0,0,0,0,7,2007,"WD","Normal",2.4704472991384
98,"20","RL",73,10921,"Pave","Reg","HLS","AllPub","Inside","Gtl","Edwards","Norm","1Fam","1Story",4,5,1965,1965,"Hip","BrkFace",48,"TA","TA","CBlock","TA","TA","No","Rec",520,"Unf",0,440,960,"GasA","TA","Y","FuseF",960,0,0,960,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1965,"Fin",1,432,"TA","TA","P",120,0,0,0,0,0,0,5,2007,"WD","Normal",2.43877519637042
838,"160","RM",21,1680,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","BrkFace",158,"TA","TA","CBlock","TA","TA","No","BLQ",330,"Unf",0,153,483,"GasA","TA","Y","SBrkr",483,504,0,987,1,0,1,1,2,1,"TA",5,"Typ",0,"Detchd",1973,"Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,0,11,2008,"WD","Normal",2.44347035768206
871,"20","RL",60,6600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosN","1Fam","1Story",5,5,1962,1962,"Hip","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,894,894,"GasA","Gd","N","SBrkr",894,0,0,894,0,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",1962,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,0,8,2009,"WD","Normal",2.45132227437891
1256,"50","RM",52,6240,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",6,6,1931,1950,"Gable","None",0,"TA","TA","BrkTil","TA","Fa","No","LwQ",425,"Unf",0,459,884,"GasA","TA","Y","FuseA",959,408,0,1367,0,0,1,0,3,1,"TA",6,"Typ",1,"Detchd",1978,"Unf",1,560,"TA","TA","Y",0,0,0,0,120,0,0,11,2007,"WD","Normal",2.46435283012182
1204,"20","RL",75,9750,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2000,2001,"Gable","BrkFace",171,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1630,1630,"GasA","Ex","Y","SBrkr",1630,0,0,1630,0,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",2000,"Unf",2,451,"TA","TA","Y",74,234,0,0,0,0,0,10,2009,"WD","Normal",2.50707962283976
813,"20","C (all)",66,8712,"Grvl","Reg","Bnk","AllPub","Inside","Mod","IDOTRR","Norm","1Fam","1Story",5,5,1952,1952,"Hip","None",0,"Fa","TA","CBlock","TA","TA","Av","Unf",0,"Unf",0,540,540,"GasA","TA","N","FuseA",1044,0,0,1044,0,0,1,0,2,1,"Fa",4,"Typ",0,"Basment",1952,"Unf",2,504,"TA","TA","N",0,0,0,0,0,0,54,6,2010,"WD","Alloca",2.39178408857484
949,"60","RL",65,14006,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,2002,2002,"Gable","BrkFace",144,"Gd","TA","PConc","Gd","TA","none","Unf",0,"Unf",0,936,936,"GasA","Ex","Y","SBrkr",936,840,0,1776,0,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd",2002,"RFn",2,474,"TA","TA","Y",144,96,0,0,0,0,0,2,2006,"WD","Normal",2.49879734521036
1160,"60","RL",76,9120,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","1Fam","2Story",6,6,1974,1974,"Hip","BrkFace",270,"Gd","TA","CBlock","TA","TA","No","ALQ",442,"Unf",0,459,901,"GasA","TA","Y","SBrkr",943,933,0,1876,0,0,2,1,4,1,"Gd",8,"Typ",1,"Attchd",1974,"RFn",2,540,"Gd","TA","Y",0,69,0,0,0,0,0,7,2008,"WD","Normal",2.49552598981291
284,"20","RL",74,9612,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Feedr","1Fam","1Story",8,5,2008,2009,"Gable","Stone",72,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1468,1468,"GasA","Ex","Y","SBrkr",1468,0,0,1468,0,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",2008,"Fin",3,898,"TA","TA","Y",210,150,0,0,0,0,0,12,2009,"New","Partial",2.51829141674463
1263,"50","RL",69,11250,"Pave","Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","1Fam","1.5Fin",4,5,1957,1989,"Gable","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",0,"Unf",0,1104,1104,"GasA","Ex","Y","FuseA",1104,684,0,1788,1,0,1,0,5,1,"TA",8,"Min2",2,"Attchd",1957,"Unf",1,304,"TA","TA","Y",120,0,0,0,0,0,0,11,2009,"WD","Normal",2.48426147684576
484,"120","RM",32,4500,"Pave","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Twnhs","1Story",6,5,1998,1998,"Hip","BrkFace",116,"TA","TA","PConc","Ex","TA","No","GLQ",897,"Unf",0,319,1216,"GasA","Ex","Y","SBrkr",1216,0,0,1216,1,0,2,0,2,1,"TA",5,"Typ",0,"Attchd",1998,"Unf",2,402,"TA","TA","Y",0,125,0,0,0,0,0,5,2006,"WD","Normal",2.4855415904044
659,"50","RL",78,17503,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","1Fam","1.5Fin",6,5,1948,1950,"Gable","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,912,912,"GasA","TA","Y","SBrkr",912,546,0,1458,0,1,1,0,3,1,"TA",6,"Typ",1,"Attchd",1948,"Unf",1,330,"TA","TA","Y",192,0,0,0,0,0,0,1,2010,"WD","Abnorml",2.44126885930152
1151,"20","RL",57,8280,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,5,1950,1950,"Gable","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,932,932,"GasA","Ex","Y","FuseA",932,0,0,932,0,0,1,0,2,1,"Gd",4,"Typ",1,"Attchd",1950,"Unf",1,306,"TA","TA","Y",0,0,214,0,0,0,0,11,2007,"WD","Normal",2.46198228673104
855,"20","RL",102,17920,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,4,1955,1974,"Hip","None",0,"TA","TA","CBlock","TA","TA","Mn","ALQ",306,"Rec",1085,372,1763,"GasA","TA","Y","SBrkr",1779,0,0,1779,1,0,1,1,3,1,"TA",6,"Typ",1,"Attchd",1955,"Unf",2,454,"TA","TA","Y",0,418,0,0,312,0,0,7,2006,"WD","Abnorml",2.48852955546869
92,"20","RL",85,8500,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,3,1961,1961,"Hip","BrkCmn",203,"TA","TA","CBlock","TA","TA","No","Rec",600,"Unf",0,635,1235,"GasA","TA","Y","SBrkr",1235,0,0,1235,0,0,1,0,2,1,"TA",6,"Typ",0,"Attchd",1961,"Unf",2,480,"TA","TA","Y",0,0,0,0,0,0,0,12,2006,"WD","Abnorml",2.44224499021414
857,"80","RL",69,10970,"Pave","IR1","Low","AllPub","Inside","Mod","CollgCr","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","None",0,"TA","TA","CBlock","Gd","Gd","Gd","GLQ",505,"LwQ",435,0,940,"GasA","TA","Y","SBrkr",1026,0,0,1026,1,0,1,0,3,1,"TA",5,"Typ",0,"Detchd",1981,"Unf",2,576,"TA","Fa","Y",0,0,34,0,0,0,0,10,2008,"WD","Normal",2.47638610833352
102,"60","RL",77,9206,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","1Fam","2Story",6,5,1985,1985,"Gable","BrkFace",336,"Gd","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,741,741,"GasA","TA","Y","SBrkr",977,755,0,1732,0,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd",1985,"Fin",2,476,"TA","TA","Y",192,46,0,0,0,0,0,6,2010,"WD","Normal",2.49234051909141
53,"90","RM",110,8472,"Grvl","IR2","Bnk","AllPub","Corner","Mod","IDOTRR","RRNn","Duplex","1Story",5,5,1963,1963,"Gable","None",0,"Fa","TA","CBlock","Gd","TA","Gd","LwQ",104,"GLQ",712,0,816,"GasA","TA","N","SBrkr",816,0,0,816,1,0,1,0,2,1,"TA",5,"Typ",0,"CarPort",1963,"Unf",2,516,"TA","TA","Y",106,0,0,0,0,0,0,5,2010,"WD","Normal",2.4517148155804
1231,"90","RL",69,18890,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Duplex","1.5Fin",5,5,1977,1977,"Shed","None",1,"TA","TA","CBlock","Gd","TA","No","GLQ",498,"Rec",211,652,1361,"GasA","Ex","Y","SBrkr",1361,1259,0,2620,0,0,2,2,4,2,"TA",12,"Typ",1,"BuiltIn",1977,"RFn",2,600,"TA","TA","N",155,24,145,0,0,0,8300,8,2007,"WD","Normal",2.49772245467388
384,"45","RH",60,9000,"Pave","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","1Fam","1.5Unf",6,3,1928,1950,"Gable","None",0,"TA","TA","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,784,784,"GasA","TA","N","FuseA",784,0,0,784,0,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",1950,"Unf",2,360,"Fa","Fa","N",0,0,91,0,0,0,0,10,2009,"WD","Normal",2.41934437094649
90,"20","RL",60,8070,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","1Fam","1Story",4,5,1994,1995,"Gable","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",588,"Unf",0,402,990,"GasA","Ex","Y","SBrkr",990,0,0,990,1,0,1,0,3,1,"TA",5,"Typ",0,"none",NA,"none",0,0,"none","none","Y",0,0,0,0,0,0,0,8,2007,"WD","Normal",2.46170675334282
1008,"160","RM",21,2217,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","TwnhsE","2Story",4,4,1970,1970,"Gable","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",273,"LwQ",273,0,546,"GasA","TA","Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,"TA",6,"Typ",0,"Attchd",1970,"RFn",1,286,"TA","TA","Y",238,0,0,0,0,0,0,8,2009,"WD","Normal",2.43230478850014
118,"20","RL",74,8536,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","1Fam","1Story",5,5,2006,2007,"Gable","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1125,1125,"GasA","Gd","Y","SBrkr",1125,0,0,1125,0,0,1,1,2,1,"TA",5,"Typ",0,"Attchd",2007,"Unf",2,430,"TA","TA","Y",80,64,0,0,0,0,0,4,2007,"New","Partial",2.480830051399
232,"60","RL",174,15138,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","1Fam","2Story",8,5,1995,1996,"Gable","BrkFace",506,"Gd","TA","PConc","Gd","TA","No","GLQ",689,"Unf",0,773,1462,"GasA","Ex","Y","SBrkr",1490,1304,0,2794,1,0,2,1,4,1,"Ex",9,"Typ",1,"Attchd",1995,"Fin",3,810,"TA","TA","Y",0,146,202,0,0,0,0,7,2009,"WD","Normal",2.55774592422355
866,"20","RL",69,8750,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1970,1970,"Gable","BrkFace",76,"TA","TA","CBlock","TA","TA","No","BLQ",828,"Unf",0,174,1002,"GasA","TA","Y","SBrkr",1002,0,0,1002,1,0,1,0,3,1,"TA",5,"Typ",0,"Detchd",1973,"Unf",2,902,"TA","TA","Y",0,0,0,0,0,0,0,8,2009,"WD","Normal",2.47723901490062
1248,"80","RL",69,12328,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","1Fam","SLvl",6,5,1976,1976,"Gable","BrkFace",335,"TA","TA","CBlock","TA","TA","Av","GLQ",539,"Unf",0,473,1012,"GasA","TA","Y","SBrkr",1034,0,0,1034,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1976,"Unf",3,888,"TA","TA","Y",0,0,0,0,0,0,0,5,2010,"WD","Normal",2.48848069756839
983,"20","RL",43,3182,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","1Fam","1Story",7,5,2007,2007,"Gable","BrkFace",16,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1266,1266,"GasA","Ex","Y","SBrkr",1266,0,0,1266,0,0,2,0,2,1,"Gd",6,"Typ",1,"Attchd",2007,"Fin",2,388,"TA","TA","Y",100,16,0,0,0,0,0,3,2008,"WD","Normal",2.48342827659848
1340,"20","RL",120,9560,"Pave","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","1Fam","1Story",5,7,1972,1972,"Hip","None",0,"TA","Gd","CBlock","TA","TA","Mn","Rec",360,"Unf",0,504,864,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,"Attchd",1972,"RFn",1,288,"TA","TA","Y",0,0,0,0,0,0,0,6,2006,"WD","Normal",2.46501717430261
999,"30","RM",60,9786,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","1Fam","1Story",3,4,1922,1950,"Hip","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,1007,1007,"GasA","Fa","N","SBrkr",1077,0,0,1077,0,0,1,0,3,1,"TA",6,"Typ",1,"Detchd",1922,"Unf",1,210,"TA","Fa","P",0,100,48,0,0,0,0,5,2006,"WD","Normal",2.43524489962899
579,"160","FV",34,3604,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","TwnhsE","2Story",7,5,2007,2007,"Gable","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,689,689,"GasA","Ex","Y","SBrkr",703,689,0,1392,0,0,2,0,2,1,"Gd",5,"Typ",0,"Detchd",2007,"Unf",2,540,"TA","TA","Y",0,102,0,0,0,0,0,2,2008,"WD","Abnorml",2.47581224583299
611,"60","RL",69,11050,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","PosN","1Fam","2Story",9,5,2000,2000,"Hip","BrkFace",204,"Gd","TA","PConc","Ex","TA","Mn","GLQ",904,"Unf",0,536,1440,"GasA","Ex","Y","SBrkr",1476,677,0,2153,1,0,2,1,3,1,"Ex",8,"Typ",2,"Attchd",2000,"Fin",3,736,"TA","TA","Y",253,142,0,0,0,0,0,5,2009,"WD","Normal",2.53797008871538
447,"20","RL",137,16492,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","PosA","1Fam","1Story",6,6,1966,2002,"Gable","None",0,"Gd","TA","CBlock","TA","TA","No","ALQ",247,"Rec",713,557,1517,"GasA","Ex","Y","SBrkr",1888,0,0,1888,0,0,2,1,2,1,"Gd",6,"Mod",1,"Attchd",1966,"Fin",2,578,"TA","TA","Y",0,0,0,0,0,0,0,6,2010,"WD","Normal",2.49772245467388
231,"20","RL",73,8760,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,1959,1959,"Hip","BrkFace",220,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1194,1194,"GasA","TA","Y","SBrkr",1194,0,0,1194,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1959,"RFn",1,312,"TA","TA","Y",0,0,120,0,0,0,0,4,2010,"WD","Normal",2.47695575442031
158,"60","RL",92,12003,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Timber","Norm","1Fam","2Story",8,5,2009,2010,"Gable","BrkFace",84,"Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,774,774,"GasA","Ex","Y","SBrkr",774,1194,0,1968,0,0,2,1,4,1,"Ex",8,"Typ",1,"BuiltIn",2009,"Fin",3,680,"TA","TA","Y",0,75,0,0,0,0,0,5,2010,"New","Partial",2.52607447804737
244,"160","RL",75,10762,"Pave","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","TwnhsE","2Story",6,6,1980,1980,"Gable","None",0,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,626,626,"GasA","TA","Y","SBrkr",626,591,0,1217,0,0,1,1,3,1,"TA",6,"Typ",1,"Attchd",1980,"RFn",1,288,"TA","TA","Y",0,28,0,0,0,0,0,4,2009,"WD","Normal",2.45918252181087
302,"60","RL",66,16226,"Pave","IR3","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","1Fam","2Story",8,5,1998,1999,"Gable","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",281,"Unf",0,747,1028,"GasA","Ex","Y","SBrkr",1210,1242,0,2452,0,0,2,1,4,1,"Gd",9,"Typ",1,"BuiltIn",1998,"Fin",2,683,"TA","TA","Y",208,50,0,0,0,0,0,5,2007,"WD","Normal",2.5253288794035
973,"120","RL",55,7892,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","TwnhsE","1Story",6,5,1979,1979,"Gable","None",0,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,918,918,"GasA","TA","Y","SBrkr",918,0,0,918,0,0,2,0,2,1,"TA",5,"Typ",1,"Attchd",1979,"Unf",1,264,"TA","TA","Y",28,0,0,0,0,0,0,4,2010,"WD","Normal",2.44303487902413
908,"50","RL",86,11500,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","1Fam","1.5Fin",7,7,1936,1987,"Gable","None",0,"Gd","TA","CBlock","Gd","TA","No","Rec",223,"Unf",0,794,1017,"GasA","Gd","Y","SBrkr",1020,1037,0,2057,0,0,1,1,3,1,"Gd",6,"Typ",1,"Attchd",1936,"Fin",1,180,"Fa","TA","Y",0,0,0,0,322,0,0,6,2006,"WD","Normal",2.52004984616068
21,"60","RL",101,14215,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2005,2006,"Gable","BrkFace",380,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1158,1158,"GasA","Ex","Y","SBrkr",1158,1218,0,2376,0,0,3,1,4,1,"Gd",9,"Typ",1,"BuiltIn",2005,"RFn",3,853,"TA","TA","Y",240,154,0,0,0,0,0,11,2006,"New","Partial",2.5410115130599
1203,"50","RM",50,6000,"Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","1Fam","1.5Fin",5,8,1925,1997,"Gable","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,884,884,"GasA","Ex","Y","SBrkr",884,464,0,1348,1,0,1,0,3,1,"TA",5,"Typ",1,"Detchd",1960,"Unf",1,216,"TA","TA","N",0,0,208,0,0,0,0,5,2009,"WD","Normal",2.45701538062282
1342,"20","RL",66,13695,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","1Fam","1Story",6,5,2003,2004,"Gable","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",814,"Unf",0,300,1114,"GasA","Ex","Y","SBrkr",1114,0,0,1114,1,0,1,0,3,1,"Gd",6,"Typ",0,"Detchd",2004,"Unf",2,576,"TA","TA","Y",0,78,0,0,0,0,0,7,2008,"WD","Normal",2.480830051399
783,"20","RL",67,16285,"Pave","IR2","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2001,2002,"Gable","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1413,1413,"GasA","Ex","Y","SBrkr",1430,0,0,1430,0,0,2,0,3,1,"Gd",6,"Typ",0,"Attchd",2001,"RFn",2,605,"TA","TA","Y",0,33,0,0,0,0,0,6,2009,"WD","Normal",2.49645623846175
336,"190","RL",69,164660,"Grvl","IR1","HLS","AllPub","Corner","Sev","Timber","Norm","2fmCon","1.5Fin",5,6,1965,1965,"Gable","None",0,"TA","TA","CBlock","TA","TA","Gd","ALQ",1249,"BLQ",147,103,1499,"GasA","Ex","Y","SBrkr",1619,167,0,1786,2,0,2,0,3,1,"TA",7,"Typ",2,"Attchd",1965,"Fin",2,529,"TA","TA","Y",670,0,0,0,0,0,700,8,2008,"WD","Normal",2.51294803256741
658,"70","RL",60,7200,"Pave","Reg","HLS","AllPub","Inside","Mod","Crawfor","Norm","1Fam","2Story",7,6,1931,2000,"Gable","None",0,"TA","Fa","BrkTil","Gd","TA","No","Unf",0,"Unf",0,776,776,"GasA","TA","Y","SBrkr",851,651,0,1502,0,0,1,1,3,1,"TA",6,"Typ",1,"Attchd",1931,"RFn",1,270,"TA","TA","P",0,0,112,0,0,0,0,2,2008,"WD","Normal",2.47752124343322
641,"120","RL",62,12677,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","TwnhsE","1Story",8,5,2003,2004,"Hip","BrkFace",472,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1218,"Unf",0,300,1518,"GasA","Ex","Y","SBrkr",1518,0,0,1518,0,0,1,1,1,1,"Ex",6,"Typ",1,"Attchd",2003,"RFn",2,588,"TA","TA","Y",185,140,0,0,0,0,0,4,2008,"WD","Normal",2.52739792111978
279,"20","RL",107,14450,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","1Fam","1Story",9,5,2006,2007,"Gable","BrkFace",315,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",0,2121,2121,"GasA","Ex","Y","SBrkr",2121,0,0,2121,0,0,2,1,3,1,"Ex",8,"Typ",1,"Attchd",2007,"Fin",3,732,"TA","TA","Y",124,98,0,0,142,0,0,5,2007,"New","Partial",2.56007222307698
1140,"30","RL",98,8731,"Pave","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","1Fam","1Story",5,5,1920,1950,"Gable","None",0,"TA","Fa","BrkTil","TA","TA","No","BLQ",645,"Unf",0,270,915,"GasA","TA","Y","SBrkr",1167,0,0,1167,0,0,1,0,3,1,"TA",6,"Maj1",1,"Detchd",1972,"Unf",2,495,"TA","TA","Y",0,0,216,0,126,0,0,5,2007,"WD","Normal",2.4746516278832
